成都	恒大新城	8600	元/m²	均价 8600 元/m²
成都	恒大御景			售价待定 周边均价 6800 元/m² 400-890-2828 转 47378
成都	恒大御府			售价待定 周边均价 8045 元/m² 400-890-2828 转 63286
成都	恒大锦城			售价待定 周边均价 10400 元/m² 400-890-2828 转 62090
成都	恒大广场	28000	元/m²	均价 28000 元/m²
成都	恒大山水城	6000	元/m²	均价 6000 元/m²
成都	恒大未来城			售价待定 周边均价 8750 元/m² 400-890-2828 转 62904
成都	恒大天府半岛			售价待定 400-890-2828 转 56985
成都	恒大曹家巷广场			售价待定 周边均价 15119 元/m² 400-890-2828 转 91675
成都	恒大御景半岛	5700	元/m²	均价 5700 元/m²
成都	成都恒大名城	9000	元/m²起	最低 9000 元/m²起
成都	恒大金碧天下	6300	元/m²起	最低 6300 元/m²起
成都	恒大望江华府			售价待定 周边均价 17052 元/m² 400-890-2828 转 50267
成都	恒大天府城邦	7500	元/m²	均价 7500 元/m²
成都	恒大御龙天峰			售价待定 周边均价 9418 元/m² 400-890-2828 转 66747
成都	恒大都汇华庭	40000	元/m²	均价 40000 元/m²
成都	恒大中央广场二期（雲...			售价待定 周边均价 15337 元/m² 400-890-2828 转 91916
成都	晨明西区商瑞	8800	元/m²	均价 8800 元/m²
成都	恒大西锦城	8000	元/m²	均价 8000 元/m²
成都	成都恒大翡翠华庭	14500	元/m²	均价 14500 元/m²
成都	优派立方	5000	元/m²	均价 5000 元/m²
重庆	恒大雅苑	6800	元/m²	均价 6800 元/m²
重庆	恒大新城			售价待定 周边均价 8000 元/m² 400-890-2828 转 72478
重庆	恒大未来城	8700	元/m²	均价 8700 元/m²
重庆	恒大照母山	13500	元/m²起	最低 13500 元/m²起
重庆	恒大世纪城	14700	元/m²	均价 14700 元/m²
重庆	恒大御都会	17000	元/m²	均价 17000 元/m²
重庆	恒大翡翠湾			售价待定 周边均价 7750 元/m² 400-890-2828 转 62268
重庆	恒大麓山湖			售价待定 400-890-2828 转 62786
重庆	恒大御龙天峰	18000	元/m²	均价 18000 元/m²
重庆	恒大中央广场			售价待定 周边均价 23833 元/m² 400-890-2828 转 27757
重庆	恒大香山华府			售价待定 周边均价 20000 元/m² 400-890-2828 转 62066
重庆	恒大绿岛新城			售价待定 周边均价 5870 元/m² 400-890-2828 转 62828
重庆	北京城建龙樾湾	8600	元/m²	均价 8600 元/m²
重庆	恒大绿洲	8983	元/m²	均价 8983 元/m²
重庆				进入品牌馆
重庆	恒大城	7507	元/m²	均价 7507 元/m²
重庆	恒大华府	9000	元/m²	均价 9000 元/m²
重庆	恒大名都	5800	元/m²	均价 5800 元/m²
重庆	恒大帝景	6425	元/m²	均价 6425 元/m²
重庆	恒大山水城	4426	元/m²	均价 4426 元/m²
重庆	恒大御景湾	8700	元/m²	均价 8700 元/m²
重庆	恒大金碧天下	4670	元/m²	均价 4670 元/m²
重庆	恒大翡翠华庭	8000	元/m²	均价 8000 元/m²
重庆	宫和西香郡	5400	元/m²起	最低 5400 元/m²起
长沙	恒大雅苑			售价待定 周边均价 9252 元/m² 400-890-2828 转 11714
长沙	恒大林溪郡			售价待定 周边均价 9563 元/m² 400-890-2828 转 55252
长沙	恒大国际广场			售价待定 周边均价 11381 元/m² 400-890-2828 转 39897
长沙	恒大御景半岛	14500	元/m²	均价 14500 元/m²
长沙	恒大御景天下			售价待定 周边均价 9241 元/m² 400-890-2828 转 28282
长沙	恒大江湾公寓	9300	元/m²起	最低 9300 元/m²起
长沙	恒大翡翠华庭·寓繁华	7000	元/m²	均价 7000 元/m²
长沙	明昇壹城	24000	元/m²	均价 24000 元/m²
长沙	博长山水香颐			售价待定 周边均价 7749 元/m² 400-890-2828 转 27056
长沙	恒大绿洲	6862	元/m²	均价 6862 元/m²
长沙	恒大城	6359	元/m²	均价 6359 元/m²
长沙	恒大名都	4654	元/m²	均价 4654 元/m²
长沙	恒大华府	7473	元/m²	均价 7473 元/m²
长沙	恒大奥苑	7000	元/m²	均价 7000 元/m²
长沙	恒大金都	6279	元/m²	均价 6279 元/m²
长沙	恒大御景湾	7800	元/m²	均价 7800 元/m²
常州	恒大翡翠华庭	6800	元/m²	均价 6800 元/m²
长春	恒大御峰	8800	元/m²	均价 8800 元/m²
长春	恒大帝景	8800	元/m²	均价 8800 元/m²
长春	恒大江湾	8000	元/m²	均价 8000 元/m²
长春	恒大名都	8000	元/m²	均价 8000 元/m²
长春	恒大雅苑	8900	元/m²	均价 8900 元/m²
长春	恒大御景	11000	元/m²	均价 11000 元/m²
长春	恒大首府	7750	元/m²起	最低 7750 元/m²起
长春	恒大城	7800	元/m²	均价 7800 元/m²
长春	恒大檀溪郡			售价待定 周边均价 9499 元/m² 400-890-2828 转 63145
长春	恒大都市广场	9200	元/m²	均价 9200 元/m²
长春	恒大净月公馆	11182	元/m²	均价 11182 元/m²
长春	恒大绿洲	5800	元/m²起	最低 5800 元/m²起
沧州	沧州恒大城			售价待定 周边均价 9548 元/m² 400-603-2266 转 46379
常德	恒大华府	8500	元/m²	均价 8500 元/m²
郴州	恒大华府	6800	元/m²	均价 6800 元/m²
郴州	岭秀福城	3800	元/m²	均价 3800 元/m²
滁州	恒大名都	6100	元/m²	均价 6100 元/m²
滁州	恒大绿洲	4200	元/m²	均价 4200 元/m²
潮州	潮州恒大城	7100	元/m²	均价 7100 元/m²
大连	恒大港湾	9500	元/m²	均价 9500 元/m²
大连	恒大帝景	16500	元/m²	均价 16500 元/m²
大连	恒大四季上东	23000	元/m²起	最低 23000 元/m²起
大连	恒大西山檀府	22000	元/m²	均价 22000 元/m²
大连	恒大公园大道	11500	元/m²	均价 11500 元/m²
大连	恒大御景湾	14500	元/m²	均价 14500 元/m²
东莞	恒大绿洲	30000	元/m²	均价 30000 元/m²
东莞	恒大华府	19800	元/m²	均价 19800 元/m²
东莞	恒大御景半岛	17300	元/m²	均价 17300 元/m²
东莞	恒大翡翠华庭	14000	元/m²起	最低 14000 元/m²起
东莞	恒大江湾项目			售价待定 周边均价 12667 元/m² 400-890-2828 转 68894
东莞	恒大御湖	12560	元/m²	均价 12560 元/m²
东莞	恒大帝景	9800	元/m²	均价 9800 元/m²
东莞	恒大御景	10500	元/m²	均价 10500 元/m²
德阳	恒大·赛拉维			售价待定 周边均价 4004 元/m² 400-603-2266 转 47952
东营	恒大棕榈岛	7100	元/m²	均价 7100 元/m²
东营	恒大黄河生态城	6800	元/m²	均价 6800 元/m²
大庆	恒大绿洲	6800	元/m²	均价 6800 元/m²
鄂州	恒大世纪旅游城	5000	元/m²	均价 5000 元/m²
佛山	恒大帝景	17000	元/m²	均价 17000 元/m²
佛山	恒大悦府			售价待定 周边均价 21000 元/m² 400-890-2828 转 47374
佛山	佛山恒大城			售价待定 周边均价 12250 元/m² 400-890-2828 转 27849
佛山	恒大御湖郡			售价待定 04.29看房团 400-890-2828 转 59121
佛山	恒大郦湖城			售价待定 周边均价 8733 元/m² 400-890-2828 转 72535
佛山	佛山恒大御湖湾			售价待定 周边均价 11500 元/m² 400-890-2828 转 29134
佛山	恒大御景			售价待定 周边均价 12250 元/m²
福州	福州恒大山水城	9200	元/m²	均价 9200 元/m²
抚顺	抚顺·恒大华府	5800	元/m²	均价 5800 元/m²
抚顺	抚顺恒大广场	6000	元/m²	均价 6000 元/m²
防城港	恒大御景湾	6000	元/m²	均价 6000 元/m²
广州	恒大悦府			售价待定 400-890-2828 转 29717
广州	恒大山水郡	14500	元/m²	均价 14500 元/m²
广州	恒大郦湖城			售价待定 周边均价 17532 元/m² 400-890-2828 转 72546
广州	恒大御湖郡			售价待定 04.29看房团 400-890-2828 转 62965
广州	恒大山水城	9401	元/m²	均价 9401 元/m²
贵阳	贵阳恒大城	4800	元/m²	均价 4800 元/m²
贵阳	遵义恒大城	4850	元/m²	均价 4850 元/m²
贵阳	恒大翡翠华庭	5800	元/m²	均价 5800 元/m²
贵阳	贵阳恒大名都	5400	元/m²	均价 5400 元/m²
桂林	恒大江湾	8800	元/m²起	最低 8800 元/m²起
桂林	桂林恒大广场	7200	元/m²	均价 7200 元/m²
广安	恒大·中天国际			售价待定 周边均价 4531 元/m²
杭州	恒大城市之光			售价待定 周边均价 23500 元/m² 400-890-2828 转 90614
杭州	恒大名城博园			售价待定 周边均价 20714 元/m² 400-890-2828 转 19384
杭州	恒大澜玉水晶熙园			售价待定 周边均价 30000 元/m² 400-890-2828 转 59941
杭州	恒大澜悦帝景湾	20000	元/m²	均价 20000 元/m²
合肥	恒大帝景	8000	元/m²	均价 8000 元/m²
合肥	恒大绿洲	7500	元/m²	均价 7500 元/m²
合肥	恒大中央广场			售价待定 周边均价 16197 元/m² 400-890-2828 转 25314
合肥	恒大中心商铺			售价待定 周边均价 18450 元/m² 400-890-2828 转 28223
合肥	恒大中央广场KingSoh...			售价待定 周边均价 16130 元/m² 400-890-2828 转 57974
合肥	恒大水晶国际广场			售价待定 周边均价 23500 元/m² 400-890-2828 转 24159
合肥	恒大中央广场商铺	30000	元/m²起	最低 30000 元/m²起
合肥	恒大城	6380	元/m²	均价 6380 元/m²
合肥	恒大中心	30000	元/m²	均价 30000 元/m²
哈尔滨	恒大锦苑			售价待定 周边均价 8125 元/m² 400-890-2828 转 92692
哈尔滨	恒大绿洲	5800	元/m²起	最低 5800 元/m²起
哈尔滨	恒大雅苑	7479	元/m²	均价 7479 元/m²
哈尔滨	恒大名都	8200	元/m²	均价 8200 元/m²
哈尔滨	恒大御峰	9500	元/m²	均价 9500 元/m²
哈尔滨	恒大珺庭	9515	元/m²起	最低 9515 元/m²起
哈尔滨	阿城恒大城	5026	元/m²起	最低 5026 元/m²起
哈尔滨	恒大丁香郡	7451	元/m²	均价 7451 元/m²
哈尔滨	恒大国际中心			售价待定 周边均价 11510 元/m² 400-890-2828 转 66785
哈尔滨	东都公元	4800	元/m²	均价 4800 元/m²
哈尔滨	恒大帝景	7800	元/m²	均价 7800 元/m²
哈尔滨	恒大御景湾	7488	元/m²起	最低 7488 元/m²起
哈尔滨	恒大盛和天下	9588	元/m²起	最低 9588 元/m²起
哈尔滨	恒大盛和世纪	8499	元/m²起	最低 8499 元/m²起
哈尔滨	恒大天地人和	7500	元/m²	均价 7500 元/m²
哈尔滨	恒大翡翠华庭	8600	元/m²	均价 8600 元/m²
海口	恒大·美丽沙	16000	元/m²	均价 16000 元/m²
海口	海南恒大御景湾	6900	元/m²	均价 6900 元/m²
海口	海口·恒大外滩	15000	元/m²	均价 15000 元/m²
海口	恒大御湖庄园			售价待定 周边均价 8900 元/m² 400-890-2828 转 62042
海口	金岛国际	470	万元/套起	最低 470 万元/套起
惠州	惠阳恒大棕榈岛	15000	元/m²	均价 15000 元/m²
呼和浩特	恒大华府	10000	元/m²	均价 10000 元/m²
呼和浩特	恒大城	9800	元/m²	均价 9800 元/m²
呼和浩特	恒大名都	7900	元/m²	均价 7900 元/m²
淮南	恒大绿洲	5800	元/m²	均价 5800 元/m²
衡阳	恒大绿洲	5600	元/m²	均价 5600 元/m²
衡水	恒大城			售价待定 周边均价 6315 元/m²
汉中	汉中恒大城	4500	元/m²	均价 4500 元/m²
淮安	恒大名都	5000	元/m²	均价 5000 元/m²
淮北	恒大雅苑			售价待定 周边均价 6444 元/m² 400-603-2266 转 64039
葫芦岛	恒大御景湾	5500	元/m²	均价 5500 元/m²
济南	恒大天玺	14500	元/m²	均价 14500 元/m²
济南	恒大御峰			售价待定 周边均价 11700 元/m² 400-890-2828 转 41986
济南	恒大睿城			售价待定 周边均价 15367 元/m² 400-890-2828 转 42001
济南	恒大城	13500	元/m²	均价 13500 元/m²
济南	济南恒大绿洲			售价待定 周边均价 8488 元/m² 400-890-2828 转 16624
济南	恒大翡翠华庭			售价待定 周边均价 11700 元/m² 400-890-2828 转 22857
济南	恒大世纪广场			售价待定 周边均价 11700 元/m² 400-890-2828 转 26599
济南	恒大金碧新城	12500	元/m²	均价 12500 元/m²
济南	济南恒大帝景	28000	元/m²	均价 28000 元/m²
济南	恒大中环广场			售价待定 周边均价 20125 元/m² 400-890-2828 转 40830
济南	恒大滨河左岸			售价待定 周边均价 8470 元/m² 400-890-2828 转 47424
济南	济南恒大龙奥御苑	23000	元/m²	均价 23000 元/m²
济南	济南恒大奥东新都	15000	元/m²	均价 15000 元/m²
济南	济南恒大金碧天下	5500	元/m²起	最低 5500 元/m²起
济南	济南恒大财富中心			售价待定 周边均价 11700 元/m² 400-890-2828 转 40835
嘉兴	恒大御景	6800	元/m²	均价 6800 元/m²
江门	恒大泉都	5500	元/m²	均价 5500 元/m²
景德镇	恒大名都	5100	元/m²	均价 5100 元/m²
吉安	恒大帝景	7500	元/m²	均价 7500 元/m²
济宁	恒大名都	7500	元/m²	均价 7500 元/m²
九江	恒大御景	7300	元/m²	均价 7300 元/m²
焦作	恒大金碧天下	5700	元/m²	均价 5700 元/m²
荆州	恒大金名都			售价待定 400-603-2266 转 51831
荆州	荆州恒大名都2			售价待定 400-603-2266 转 51832
昆明	恒大玖珑湾	10000	元/m²	均价 10000 元/m²
昆明	曲靖恒大名都	5600	元/m²	均价 5600 元/m²
昆明	恒大云报华府	13000	元/m²	均价 13000 元/m²
昆明	恒大金碧天下	5800	元/m²	均价 5800 元/m²
昆明	昆明恒大名都	11500	元/m²	均价 11500 元/m²
昆明	昆明·恒大雅苑	9100	元/m²	均价 9100 元/m²
兰州	恒大城项目			售价待定 周边均价 7114 元/m² 400-890-2828 转 30641
兰州	恒大山水城	8000	元/m²	均价 8000 元/m²
兰州	恒大绿洲二号院	9400	元/m²	均价 9400 元/m²
兰州	兰州恒大帝景	11000	元/m²	均价 11000 元/m²
兰州	恒大翡翠华庭	8800	元/m²	均价 8800 元/m²
兰州	恒大都市广场	7400	元/m²	均价 7400 元/m²
洛阳	恒大绿洲	7500	元/m²	均价 7500 元/m²
柳州	恒大城	7400	元/m²	均价 7400 元/m²
柳州	柳州恒大城	8300	元/m²	均价 8300 元/m²
柳州	恒大·翡翠龙庭	11000	元/m²	均价 11000 元/m²
莱芜	恒大金碧天下			售价待定 周边均价 3893 元/m² 400-603-2266 转 24827
六安	恒大御景湾			售价待定 周边均价 4479 元/m²
临沂	恒大绿洲			售价待定 周边均价 4316 元/m² 400-603-2266 转 45219
临沂	恒大华府			售价待定 周边均价 7181 元/m²
连云港	恒大城			售价待定 周边均价 6567 元/m²
辽阳	恒大绿洲	5200	元/m²	均价 5200 元/m²
临汾	临汾恒大华府	7200	元/m²	均价 7200 元/m²
吕梁	吕梁·恒大华府	5200	元/m²	均价 5200 元/m²
马鞍山	恒大御景湾	16000	元/m²	均价 16000 元/m²
牡丹江	恒大绿洲	5600	元/m²	均价 5600 元/m²
牡丹江	恒大翡翠华庭	6500	元/m²	均价 6500 元/m²
眉山	恒大金碧天下			售价待定 周边均价 3866 元/m²
南京	恒大雅苑	7500	元/m²	均价 7500 元/m²
南京	恒大龙珺			售价待定 周边均价 24165 元/m² 400-890-2828 转 29349
南京	恒大滨江	35000	元/m²	均价 35000 元/m²
南京	恒大华府	33000	元/m²	均价 33000 元/m²
南京	恒大翡翠华庭	32000	元/m²	均价 32000 元/m²
南京	恒大金碧天下			售价待定 周边均价 9425 元/m² 400-890-2828 转 13869
南京	恒大江北帝景	5800	元/m²起	最低 5800 元/m²起
南京	恒大绿洲	16802	元/m²	均价 16802 元/m²
宁波	恒大山水城	7999	元/m²起	最低 7999 元/m²起
宁波	恒大御澜庭			售价待定 周边均价 7191 元/m² 400-890-2828 转 72515
宁波	恒大城市之光	14567	元/m²	均价 14567 元/m²
宁波	恒大御海湾（备案名:...	8000	元/m²	均价 8000 元/m²
南昌	南昌恒大城	10500	元/m²	均价 10500 元/m²
南昌	南昌恒大御景	16000	元/m²	均价 16000 元/m²
南昌	南昌恒大林溪府			售价待定 周边均价 7681 元/m² 400-890-2828 转 72538
南昌	南昌恒大绿洲	18000	元/m²	均价 18000 元/m²
南昌	南昌恒大名都写字楼	9200	元/m²	均价 9200 元/m²
南昌	南昌恒大（金碧）华府	19000	元/m²	均价 19000 元/m²
南昌	南昌恒大翡翠华庭	10300	元/m²	均价 10300 元/m²
南昌	江铃瓦良格	7500	元/m²	均价 7500 元/m²
南昌	南昌恒大名都			售价待定 周边均价 11788 元/m²
南宁	恒大苹果园	8000	元/m²	均价 8000 元/m²
南宁	南宁恒大城	10000	元/m²	均价 10000 元/m²
南宁	南宁恒大绿洲	11000	元/m²	均价 11000 元/m²
南宁	南宁恒大帝景	9200	元/m²	均价 9200 元/m²
南宁	南宁恒大名都	11000	元/m²	均价 11000 元/m²
南宁	南宁恒大雅苑	10000	元/m²	均价 10000 元/m²
南宁	南宁恒大华府	11500	元/m²	均价 11500 元/m²
南宁	南宁恒大御景			售价待定 周边均价 9600 元/m² 400-890-2828 转 42170
南宁	南宁恒大国际中心	25000	元/m²	均价 25000 元/m²
南通	恒大御澜庭			售价待定 周边均价 12144 元/m² 400-890-2828 转 72590
南通	恒大海上威尼斯			售价待定 周边均价 7883 元/m² 400-890-2828 转 33938
南阳	恒大商务楼	6500	元/m²	均价 6500 元/m²
平顶山	恒大名都	6800	元/m²	均价 6800 元/m²
盘锦	盘锦恒大华府	5805	元/m²	均价 5805 元/m²
青岛	恒大金沙滩	23000	元/m²	均价 23000 元/m²
秦皇岛	恒大四季城			售价待定 周边均价 6819 元/m² 400-603-2266 转 34105
秦皇岛	秦皇岛恒大城	6200	元/m²	均价 6200 元/m²
秦皇岛	恒大悦湖公馆			售价待定 周边均价 7669 元/m²
泉州	石狮恒大名都	8400	元/m²	均价 8400 元/m²
泉州	安溪•恒大御景	9000	元/m²	均价 9000 元/m²
泉州	泉州恒大御景湾	11000	元/m²	均价 11000 元/m²
泉州	石狮恒大首府			售价待定 周边均价 7221 元/m² 400-603-2266 转 62929
泉州	泉州恒大•翡翠龙庭	8200	元/m²	均价 8200 元/m²
泉州	泉州恒大都市广场			售价待定 周边均价 13674 元/m² 400-603-2266 转 62722
曲靖	恒大名都	5500	元/m²	均价 5500 元/m²
齐齐哈尔	恒大名都	6500	元/m²	均价 6500 元/m²
齐齐哈尔	恒大翡翠华庭	6400	元/m²	均价 6400 元/m²
衢州	恒大御景半岛	7888	元/m²	均价 7888 元/m²
清远	恒大银湖城	7100	元/m²	均价 7100 元/m²
清远	恒大金碧天下	4200	元/m²	均价 4200 元/m²
钦州	钦州·恒大绿洲	5000	元/m²	均价 5000 元/m²
黔东南	凯里恒大城	4600	元/m²	均价 4600 元/m²
清徐	恒大华府	13000	元/m²	均价 13000 元/m²
深圳	恒大帝景	100000	元/m²	均价 100000 元/m²
深圳	恒大天璟			售价待定 周边均价 81885 元/m² 400-890-2828 转 59033
深圳	恒大御景半岛	17000	元/m²	均价 17000 元/m²
深圳	惠阳恒大棕榈岛	30000	元/m²	均价 30000 元/m²
深圳	恒大蔡屋围项目			售价待定 周边均价 73000 元/m²
苏州	恒大珺睿庭			售价待定 周边均价 16500 元/m² 400-890-2828 转 68751
苏州	恒大城市之光	9000	元/m²	均价 9000 元/m²
苏州	恒大悦珑湾花园			售价待定 400-890-2828 转 72366
苏州	恒大雅苑•瑚郡（绿景...	9000	元/m²	均价 9000 元/m²
苏州	欧蓓莎家居生活中心	12657	元/m²	均价 12657 元/m²
石家庄	华府国际			售价待定 周边均价 16236 元/m² 400-890-2828 转 31439
石家庄	恒大林溪郡	7000	元/m²起	最低 7000 元/m²起
三亚	恒大海上帝景	15000	元/m²	均价 15000 元/m²
三亚	恒大养生谷			售价待定 周边均价 60571 元/m²
绍兴	天恒大厦			售价待定 周边均价 7262 元/m²
汕头	潮州恒大城	6800	元/m²起	最低 6800 元/m²起
宿迁	恒大绿洲			售价待定 周边均价 4937 元/m² 400-603-2266 转 36980
宿迁	恒大华府	6100	元/m²	均价 6100 元/m²
宿州	恒大御景湾	6000	元/m²	均价 6000 元/m²
石嘴山	石嘴山恒大绿洲	4500	元/m²	均价 4500 元/m²
天津	恒大名都			售价待定 周边均价 13375 元/m² 400-890-2828 转 11401
天津	恒大帝景	43000	元/m²	均价 43000 元/m²
天津	恒大山水城			售价待定 周边均价 16005 元/m² 400-890-2828 转 12984
天津	恒大御景湾			售价待定 周边均价 22192 元/m² 400-890-2828 转 28557
天津	恒大御景半岛	13500	元/m²	均价 13500 元/m²
天津	恒大翡翠华庭			售价待定 周边均价 18048 元/m² 400-890-2828 转 61018
天津	恒大悦府地块			售价待定 周边均价 15986 元/m²
天津	恒大金碧天下	8634	元/m²	均价 8634 元/m²
太原	恒大华府	17000	元/m²	均价 17000 元/m²
太原	恒大江湾	13403	元/m²	均价 13403 元/m²
太原	太原恒大城	11000	元/m²	均价 11000 元/m²
太原	太原恒大绿洲	8300	元/m²	均价 8300 元/m²
太原	太原恒大御景湾	9000	元/m²	均价 9000 元/m²
太原	太原恒大山水城	8888	元/m²	均价 8888 元/m²
太原	太原恒大名都	9000	元/m²	均价 9000 元/m²
太原	太原恒大雅苑	10800	元/m²	均价 10800 元/m²
太原	恒大滨河左岸	12500	元/m²	均价 12500 元/m²
太原	公园美地	7800	元/m²	均价 7800 元/m²
唐山	唐山恒大华府	8000	元/m²	均价 8000 元/m²
泰安	泰安恒大城	5800	元/m²起	最低 5800 元/m²起
台州	赛格特山水一品	7000	元/m²	均价 7000 元/m²
铜陵	恒大绿洲	6200	元/m²	均价 6200 元/m²
武汉	恒大嘉园			售价待定 400-890-2828 转 41992
武汉	恒大龙城			售价待定 周边均价 8463 元/m² 400-890-2828 转 22830
武汉	恒大帝景			售价待定 周边均价 9460 元/m² 400-890-2828 转 55352
武汉	恒大·金名都			售价待定 400-890-2828 转 55491
武汉	恒大山水城	7300	元/m²	均价 7300 元/m²
武汉	武汉恒大首府			售价待定 周边均价 25945 元/m² 400-890-2828 转 20048
武汉	恒大滨江中心	9500	元/m²	均价 9500 元/m²
武汉	恒大金碧天下	5500	元/m²	均价 5500 元/m²
武汉	恒大常青花园			售价待定 周边均价 14833 元/m² 400-890-2828 转 26458
武汉	恒大世纪广场	17000	元/m²	均价 17000 元/m²
武汉	武汉恒大中心	15800	元/m²起	最低 15800 元/m²起
武汉	恒大翡翠华庭	15500	元/m²	均价 15500 元/m²
武汉	武汉恒大城·悦湖公馆			售价待定 周边均价 15000 元/m² 400-890-2828 转 20003
武汉	鄂旅投御合院			售价待定 周边均价 6367 元/m² 400-890-2828 转 42269
武汉	恒大名都	6517	元/m²	均价 6517 元/m²
武汉	恒大御园	19000	元/m²	均价 19000 元/m²
武汉	恒大御景湾	11000	元/m²	均价 11000 元/m²
武汉	恒大御湖半岛	7500	元/m²	均价 7500 元/m²
武汉	新世界恒大华府	10555	元/m²	均价 10555 元/m²
武汉	武汉恒大御府	15000	元/m²	均价 15000 元/m²
武汉	武汉恒大龙墅			售价待定 周边均价 12598 元/m²
武汉	西山林语	7500	元/m²	均价 7500 元/m²
无锡	恒大御景	11500	元/m²	均价 11500 元/m²
无锡	恒大帝景(恒大御景雅...	11500	元/m²	均价 11500 元/m²
无锡	恒大财富中心	13000	元/m²	均价 13000 元/m²
无锡	无锡恒大悦珑湾			售价待定 周边均价 11967 元/m² 400-890-2828 转 62923
无锡	无锡恒大城(新都丽苑...	13500	元/m²	均价 13500 元/m²
无锡	无锡恒大绿洲(绿景雅...	15000	元/m²	均价 15000 元/m²
无锡	恒大御澜湾(阳光福邸...	12000	元/m²	均价 12000 元/m²
威海	恒大海上帝景			售价待定 400-603-2266 转 66596
潍坊	恒大名都			售价待定 周边均价 5378 元/m² 400-890-2828 转 26825
潍坊	恒大翡翠华庭			售价待定 周边均价 4331 元/m² 400-890-2828 转 27699
乌鲁木齐	恒大金碧天下	4925	元/m²	均价 4925 元/m²
芜湖	恒大华府	11000	元/m²	均价 11000 元/m²
乌兰察布	恒大华府			售价待定 周边均价 3945 元/m² 400-603-2266 转 64036
吴忠	吴忠恒大名都	4800	元/m²	均价 4800 元/m²
西安	恒大江湾	7800	元/m²	均价 7800 元/m²
西安	恒大帝景	10500	元/m²	均价 10500 元/m²
西安	杨凌恒大城	4900	元/m²	均价 4900 元/m²
西安	恒大国际城	9200	元/m²	均价 9200 元/m²
西安	恒大御龙湾	10000	元/m²	均价 10000 元/m²
西安	恒大翡翠华庭	8000	元/m²	均价 8000 元/m²
西安	恒大翡翠龙庭	9500	元/m²	均价 9500 元/m²
西安	恒大都市广场	8400	元/m²	均价 8400 元/m²
西安	华帝金座	8600	元/m²	均价 8600 元/m²
西安	铭城国际社区			售价待定 周边均价 9920 元/m² 400-890-2828 转 15495
西安	恒大御景	6718	元/m²	均价 6718 元/m²
西安	恒大绿洲	6768	元/m²	均价 6768 元/m²
西安	广天国际公寓	9772	元/m²	均价 9772 元/m²
厦门	恒大帝景	37000	元/m²	均价 37000 元/m²
徐州	恒大滨河左岸	9100	元/m²	均价 9100 元/m²
湘潭	恒大翡翠华庭	6400	元/m²	均价 6400 元/m²
襄阳	襄阳恒大名都			售价待定 周边均价 5860 元/m²
新乡	恒大雅苑	4800	元/m²	均价 4800 元/m²
新乡	恒大金碧天下	6000	元/m²	均价 6000 元/m²
咸阳	杨凌恒大城	5600	元/m²	均价 5600 元/m²
邢台	恒大帝景	6100	元/m²	均价 6100 元/m²
邢台	恒大城	5300	元/m²	均价 5300 元/m²
西宁	恒大名都	6500	元/m²	均价 6500 元/m²
许昌	恒大绿洲	5600	元/m²	均价 5600 元/m²
兴安盟	乌兰浩特恒大绿洲	4600	元/m²	均价 4600 元/m²
新余	新余恒大城	3850	元/m²	均价 3850 元/m²
新余	新余恒大雅苑	4800	元/m²	均价 4800 元/m²
新余	观山别院	3800	元/m²	均价 3800 元/m²
新余	幸福尚城	3800	元/m²	均价 3800 元/m²
新余	时代阳光	3000	元/m²	均价 3000 元/m²
扬州	恒大帝景	8000	元/m²	均价 8000 元/m²
